Make,Model,sale ,Fuel Type,Transmission,Color,Owner_a,Seller Type,Engine_a,Max Power,Max Torque,Drivetrain,Price USD,Kilometer,Length_a,Width,Height,Seating Capacity,Fuel Tank Capacity,Year_a
Mercedes-Benz,E-Class E 220d Expression [2019-2019],1/5/2024,Diesel,Automatic,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,54000.00,72000,5063,1860,1494,5,21.12,2019
Maruti Suzuki,Ertiga ZDI + SHVS,7/8/2020,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,10380.00,67000,4296,1695,1685,7,11.88,2016
Hyundai,Verna Fluidic 1.6 VTVT SX,3/26/2019,Gasolina,Manual,White,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,8388.00,67000,4370,1700,1475,5,11.352,2017
Land Rover,Discovery Sport S,10/4/2021,Diesel,Automatic,White,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,78000.00,6000,4600,2069,1724,7,18.48,2020
Toyota,Fortuner 2.8 4x2 AT [2016-2020],7/30/2019,Diesel,Automatic,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,34800.00,46000,4795,1855,1835,7,21.12,2017
Mercedes-Benz,GLE 250 d,2/15/2024,Diesel,Automatic,Silver,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,54600.00,34000,4819,2141,1796,5,24.552,2017
Hyundai,Xcent S 1.2 (O),8/25/2023,Gasolina,Manual,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,5880.00,23103,3995,1660,1520,5,11.352,2015
Mercedes-Benz,S-Class Maybach S 500,8/29/2020,Gasolina,Automatic,Blue,First,Individual,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,138000.00,27000,5453,1899,1498,4,18.48,2016
Hyundai,Creta SX 1.6 AT Petrol,10/16/2020,Gasolina,Automatic,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,17700.00,9576,4270,1780,1665,5,14.52,2019
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],2/4/2022,Gasolina,Automatic,Silver,First,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,20748.00,27000,4655,1835,1760,5,15.84,2020
MG,Astor Sharp 1.5 CVT,6/10/2022,Gasolina,Automatic,Red,First,Individual,1498 cc,108 bhp @ 6000 rpm,144 Nm @ 4400 rpm,FWD,21180.00,1942,4323,1809,1650,5,12.672,2021
Maruti Suzuki,Alto 800 Lxi,7/14/2019,Gasolina,Manual,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,2940.00,55000,3395,1490,1475,5,9.24,2016
Renault,Duster 85 PS RxL,7/24/2020,Diesel,Manual,White,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,5880.00,98000,4315,1822,1695,5,13.2,2015
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],10/7/2019,Gasolina,Manual,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,6600.00,61400,3765,1660,1520,5,11.352,2017
Honda,City V,1/2/2021,Gasolina,Manual,Red,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,8100.00,87693,4440,1695,1495,5,10.56,2016
Mercedes-Benz,C-Class C 200 Avantgarde,8/4/2020,Gasolina,Automatic,Blue,First,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,26700.00,31000,4686,1810,1442,5,17.424,2015
Hyundai,Elite i20 Asta 1.4 (O) CRDi,2/2/2021,Diesel,Manual,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,6720.00,75210,3985,1734,1505,5,10.56,2016
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,11/3/2019,Diesel,Automatic,Black,Second,Individual,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,5988.00,88000,4386,1699,1466,5,14.52,2014
Kia,Sonet GTX Plus 1.0 DCT [2020-2021],6/24/2021,Gasolina,Automatic,Gold,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,12660.00,15000,3995,1790,1647,5,11.88,2020
Mahindra,XUV500 W11 AT,3/17/2021,Diesel,Automatic,White,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,24588.00,45350,4585,1890,1785,7,18.48,2020
BMW,3-Series 320d Luxury Line,2/15/2021,Diesel,Automatic,Brown,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,33300.00,68189,4633,1811,1429,5,15.048,2018
Mercedes-Benz,GLA 200 CDI Sport,7/2/2021,Diesel,Automatic,White,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,19800.00,75000,4417,1804,1494,5,13.2,2015
Audi,A6 35 TDI Premium,1/25/2020,Diesel,Automatic,Red,Second,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,17400.00,33000,4915,1874,1455,5,17.16,2014
Mahindra,Scorpio VLX 2WD BS-IV,6/24/2022,Diesel,Manual,White,Second,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,7200.00,83000,4430,1817,1975,8,15.84,2014
Toyota,Fortuner 3.0 4x4 MT,8/10/2020,Diesel,Manual,White,First,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,20100.00,211000,4705,1840,1850,7,21.12,2014
Hyundai,Elite i20 Magna 1.2,6/12/2021,Gasolina,Manual,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,6900.00,67000,3985,1734,1505,5,11.88,2015
Ford,Ecosport Titanium+ 1.5L TDCi,6/4/2020,Diesel,Manual,Grey,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,8388.00,75000,3999,1765,1708,5,13.728,2017
Audi,Q7 3.0 TDI quattro Premium Plus,11/4/2023,Diesel,Automatic,Blue,Second,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,29400.00,48600,5089,1983,1737,6,26.4,2014
Mercedes-Benz,C-Class C 250 d,8/20/2022,Diesel,Automatic,Black,First,Individual,2143 cc,204 bhp @ 3800 rpm,500 Nm @ 1600 rpm,RWD,33300.00,48000,4686,1810,1442,5,17.424,2016
Maruti Suzuki,S-Presso VXi,11/16/2021,Gasolina,Manual,Silver,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,5160.00,5790,3565,1520,1564,5,7.128,2020
Mahindra,Scorpio S5 2WD 7 STR,8/17/2021,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,13980.00,32000,4456,1820,1995,7,15.84,2018
MG,Hector Sharp 2.0 Diesel Turbo MT,1/27/2023,Diesel,Manual,Black,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,21360.00,65433,4655,1835,1760,5,15.84,2020
Maruti Suzuki,Swift ZDi,1/7/2021,Diesel,Manual,White,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,5940.00,38258,3840,1735,1530,5,9.768,2017
Honda,City VX (O) MT,11/8/2022,Gasolina,Manual,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,11700.00,56881,4440,1695,1495,5,10.56,2019
Renault,Duster 110 PS RxL Diesel,9/13/2019,Diesel,Manual,White,Second,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,5100.00,72000,4315,1822,1695,5,13.2,2014
Mercedes-Benz,M-Class 350 CDI,1/16/2020,Diesel,Automatic,Silver,First,Individual,2987 cc,234@3800,535@1600,AWD,38400.00,60514,4781,1911,1774,5,25.08,2014
BMW,5-Series 530d M Sport [2013-2017],7/19/2021,Diesel,Automatic,White,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,67200.00,40937,4899,2094,1464,5,17.16,2018
Mahindra,Scorpio S5 2WD 7 STR,8/21/2020,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,14652.00,46000,4456,1820,1995,7,15.84,2019
BMW,X5 xDrive 30d M Sport,10/16/2021,Diesel,Automatic,Yellow,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,35700.00,86999,4886,1938,1762,5,0,2015
Hyundai,Creta 1.6 SX Plus AT,5/17/2020,Diesel,Automatic,Silver,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,11400.00,73000,4270,1780,1630,5,15.84,2016
Mercedes-Benz,M-Class ML 350 CDI,6/11/2020,Diesel,Automatic,White,First,Individual,2997 cc,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,32184.00,76345,4804,2141,1796,5,18.48,2015
Maruti Suzuki,Alto 800 Lxi,6/9/2021,Gasolina,Manual,Silver,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3432.00,40564,3395,1490,1475,5,9.24,2017
Skoda,Rapid Style AT,12/31/2021,Gasolina,Automatic,Red,First,Individual,999 cc,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,13500.00,46807,4413,1699,1466,5,14.52,2020
Tata,Nexon XMA Petrol,3/28/2021,Gasolina,Automatic,Red,First,Individual,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,6960.00,81000,3994,1811,1607,5,11.616,2018
Maruti Suzuki,Swift DZire VXI,11/11/2020,Gasolina,Manual,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,5940.00,13716,3995,1695,1555,5,11.088,2015
Maruti Suzuki,Swift DZire ZDI,2/15/2020,Diesel,Manual,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,6600.00,89000,3995,1695,1555,5,11.088,2014
Kia,Sonet GTX Plus 1.5 AT [2020-2021],1/25/2023,Diesel,Automatic,Red,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,17820.00,13000,3995,1790,1647,5,11.88,2021
Skoda,Rapid Monte Carlo 1.6 MPI MT,12/21/2019,Gasolina,Manual,Red,First,Individual,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,10620.00,38000,4413,1699,1466,5,14.52,2018
Hyundai,Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,4/8/2021,Gasolina,Automatic,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,8580.00,17000,3805,1680,1520,5,9.768,2020
Toyota,Innova 2.4 G 7 STR [2016-2017],5/2/2020,Diesel,Manual,Grey,Second,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,27000.00,24549,4735,1830,1795,7,14.52,2020
Hyundai,Creta SX Plus 1.6 AT CRDI,8/31/2019,Diesel,Automatic,Silver,First,Corporate,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,12600.00,97000,4270,1780,1630,5,15.84,2017
Toyota,Fortuner 2.8 4x2 AT [2016-2020],9/25/2019,Diesel,Automatic,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,43200.00,7800,4795,1855,1835,7,21.12,2018
Renault,Kwid RXT Opt,2/17/2023,Gasolina,Manual,Silver,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,4500.00,55000,3679,1579,1478,5,7.392,2019
Audi,A6 2.0 TFSi Technology Pack,11/14/2022,Gasolina,Automatic,White,UnRegistered Car,Individual,1984 cc,180 bhp @ 4000 rpm,320 Nm @ 1500 rpm,FWD,86400.00,20000,4915,1874,1455,5,19.8,2021
Tata,Safari XZA Plus 6S Adventure New,7/10/2023,Diesel,Automatic,Blue,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,28740.00,13594,4661,1894,1786,6,13.2,2021
Audi,A6 2.0 TDI Premium,12/25/2021,Diesel,Automatic,White,First,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,21300.00,75000,4915,1874,1455,5,17.16,2014
Honda,Brio EX MT,4/6/2020,Gasolina,Manual,Silver,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3900.00,43037,3610,1680,1500,5,9.24,2014
Mahindra,Scorpio S9 2WD 7 STR,3/27/2021,Diesel,Manual,White,First,Individual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,17700.00,78000,4456,1820,1995,7,15.84,2020
Toyota,Innova 2.8 GX AT 7 STR [2016-2020],6/24/2020,Diesel,Automatic,Beige,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,18960.00,115000,4735,1830,1795,7,14.52,2018
Honda,Amaze VX CVT 1.2 Petrol,1/1/2022,Gasolina,Automatic,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,10428.00,8700,3995,1695,1501,5,9.24,2021
Mercedes-Benz,GLE 250 d,5/21/2021,Diesel,Automatic,Grey,First,Corporate,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,70200.00,31000,4819,2141,1796,5,24.552,2019
Jeep,Compass Longitude Plus 2.0 Diesel 4x4 AT,7/21/2021,Diesel,Automatic,Grey,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,22800.00,41736,4395,1818,1640,5,15.84,2020
Maserati,Levante Diesel,1/4/2020,Diesel,Automatic,White,Second,Individual,2979 cc,275 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,108000.00,40000,5005,1981,1693,5,21.12,2017
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2/23/2021,Diesel,Automatic,Black,First,Corporate,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,42600.00,55000,4795,1855,1835,7,21.12,2020
Porsche,Cayenne Turbo,5/19/2022,Gasolina,Automatic,Blue,First,Individual,4806 cc,500 bhp @ 6500 rpm,700 Nm @ 2250 rpm,AWD,42000.00,160000,4846,1939,1702,5,26.4,2014
Toyota,Innova GX 2.4 AT 7 STR,6/8/2023,Diesel,Automatic,Black,First,Individual,2393 cc,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD,29100.00,11000,4735,1830,1795,7,14.52,2022
BMW,X5 xDrive 30d,12/29/2020,Diesel,Automatic,Blue,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,69732.00,24690,4886,1938,1762,7,0,2018
Audi,Q7 35 TDI Premium + Sunroof,11/24/2019,Diesel,Automatic,White,First,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,26400.00,95000,5089,1983,1737,7,26.4,2014
Maruti Suzuki,Alto VXi (O),12/18/2019,Gasolina,Manual,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,4680.00,18000,3545,1490,1475,5,9.24,2018
Maruti Suzuki,Ciaz VXi (O),3/16/2021,Gasolina,Manual,Gold,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,6480.00,38000,4490,1730,1485,5,11.352,2015
Maruti Suzuki,Swift VDi AMT [2018-2019],7/2/2020,Diesel,Automatic,Red,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,8388.00,43000,3840,1735,1530,5,9.768,2018
Mercedes-Benz,C-Class C 43 AMG,4/28/2022,Gasolina,Automatic,Red,First,Individual,2996 cc,362 bhp @ 5500 rpm,520 Nm @ 2000 rpm,RWD,90000.00,13000,4702,1810,1434,4,17.424,2021
Tata,Nexon XZA Plus Petrol,12/26/2021,Gasolina,Automatic,Red,First,Individual,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,13020.00,8922,3994,1811,1607,5,11.616,2018
Tata,Harrier XZ [2019-2020],10/22/2020,Diesel,Manual,White,First,Individual,1956 cc,138 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,20700.00,68758,4598,1894,1706,5,13.2,2019
Honda,Mobilio S Diesel,4/22/2022,Diesel,Manual,White,Second,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,5700.00,72000,4386,1683,1603,7,11.088,2015
Tata,Punch Creative iRA Pack MT,6/6/2023,Gasolina,Manual,White,First,Individual,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD,10680.00,7500,3827,1742,1615,5,9.768,2022
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],7/21/2022,Gasolina,Manual,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,5340.00,22402,3765,1660,1520,5,11.352,2016
Honda,City V,9/11/2022,Gasolina,Manual,Maroon,First,Corporate,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,12720.00,12382,4440,1695,1495,5,10.56,2019
Maruti Suzuki,Baleno Alpha 1.3,2/18/2021,Diesel,Manual,Orange,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,8280.00,61000,3995,1745,1500,5,9.768,2017
Jaguar,F-Pace Prestige,11/3/2020,Diesel,Automatic,Blue,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,50400.00,90868,4731,2071,1651,5,21.648,2018
BMW,X5 xDrive30d Pure Experience (5 Seater),9/23/2020,Diesel,Automatic,Black,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,35400.00,84700,4886,1938,1762,5,0,2015
Land Rover,Range Rover Sport SE 2.0 Petrol,6/19/2023,Gasolina,Automatic,White,First,Individual,1997 cc,296 bhp @ 5500 rpm,400 Nm @ 1500 rpm,AWD,150000.00,22010,4879,2073,1803,5,27.456,2022
Toyota,Fortuner 3.0 4x4 AT,2/2/2020,Diesel,Automatic,Black,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,21000.00,72000,4705,1840,1850,7,21.12,2015
Renault,Kwid 1.0 RXT Edition,2/11/2020,Gasolina,Manual,Blue,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,4740.00,75500,3679,1579,1478,5,7.392,2018
BMW,X1 sDrive20d Expedition,3/6/2020,Diesel,Automatic,White,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,33480.00,25000,4439,1821,1612,5,13.464,2018
Audi,Q3 35 TDI quattro Premium Plus,3/19/2021,Diesel,Automatic,Red,First,Individual,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,29700.00,38000,4385,1831,1608,5,16.896,2018
Hyundai,Elite i20 Asta 1.2 AT,12/16/2019,Gasolina,Automatic,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,9000.00,33647,3985,1734,1505,5,10.56,2018
Mahindra,XUV500 W10,4/21/2020,Diesel,Manual,White,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,11400.00,86000,4585,1890,1785,7,18.48,2016
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2/9/2020,Gasolina,Manual,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,6828.00,57847,3765,1660,1520,5,11.352,2018
Maruti Suzuki,Swift DZire VXI,2/9/2021,Gasolina,Manual,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,5640.00,74000,3995,1695,1555,5,11.088,2016
Porsche,Cayenne Diesel,7/11/2020,Diesel,Automatic,White,First,Individual,2967 cc,245 bhp @ 4400 rpm,550 Nm @ 2750 rpm,AWD,64200.00,58000,4846,2155,1705,5,22.44,2015
Nissan,Terrano XL D Plus,10/4/2021,Diesel,Manual,Silver,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,5400.00,85000,4331,1822,1671,5,13.2,2014
Renault,Kwid 1.0 RXT [2016-2019],11/28/2023,Gasolina,Manual,Brown,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3588.00,26000,3679,1579,1478,5,7.392,2016
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],4/9/2022,Gasolina,Automatic,Black,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,22500.00,18000,4300,1790,1635,5,13.2,2020
Mahindra,Thar LX 4-STR Hard Top Diesel AT,2/18/2023,Diesel,Automatic,Black,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,21900.00,11000,3985,1820,1844,4,15.048,2022
Land Rover,Discovery Sport HSE 7-Seater,7/12/2021,Diesel,Automatic,White,First,Individual,2179 cc,148 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,53508.00,57300,4600,2069,1724,7,17.16,2018
Toyota,Glanza G CVT,8/21/2020,Gasolina,Automatic,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,9480.00,25000,3995,1745,1510,5,9.768,2019
Hyundai,Creta 1.6 SX Plus AT Petrol,9/21/2021,Gasolina,Automatic,Red,Second,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,13140.00,39000,4270,1780,1630,5,15.84,2017
Toyota,Innova 2.4 G 7 STR [2016-2017],3/23/2022,Diesel,Manual,Grey,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,23400.00,45000,4735,1830,1795,7,14.52,2020
Volkswagen,Polo GT TSI,1/7/2021,Gasolina,Automatic,Grey,Second,Individual,1198 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,6300.00,80852,3970,1682,1453,5,11.88,2015
Isuzu,MU-X 4x2,5/1/2020,Diesel,Automatic,White,First,Individual,2999 cc,174 bhp @ 3600 rpm,380 Nm @ 1800 rpm,RWD,25200.00,75592,4825,1860,1840,7,17.16,2018
Maruti Suzuki,Alto VXi,7/24/2022,Gasolina,Manual,Silver,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3240.00,54420,3620,1475,1460,5,9.24,2014
Toyota,Corolla Altis G AT Petrol,7/30/2020,Gasolina,Automatic,White,First,Individual,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,10740.00,39780,4620,1775,1475,5,14.52,2015
Tata,Hexa XE 4x2 7 STR,4/14/2021,Diesel,Manual,White,First,Individual,2179 cc,148 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD,12000.00,38000,4788,1903,1791,7,15.84,2018
Hyundai,Creta 1.6 SX Plus AT Petrol,4/10/2021,Gasolina,Automatic,Red,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,11520.00,37079,4270,1780,1630,5,15.84,2016
Mercedes-Benz,GLS 350 d,2/28/2020,Diesel,Automatic,White,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,86400.00,87200,5130,1934,1850,7,26.4,2018
Audi,Q3 2.0 TDI quattro Premium Plus,6/17/2022,Diesel,Automatic,Gold,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,15600.00,51000,4385,1831,1608,5,16.896,2014
Jaguar,XE Prestige Diesel,10/28/2020,Diesel,Automatic,Blue,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD,39588.00,29999,4795,1967,1416,5,14.784,2017
Tata,Safari 4x2 EX TCIC,8/6/2021,Diesel,Manual,White,First,Individual,1948 cc,90@4300,190@3000,,6780.00,100472,4810,1918,1925,7,17.16,2014
Audi,Q3 35 TDI Premium + Sunroof,8/20/2023,Diesel,Automatic,White,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,21588.00,84700,4385,1831,1608,5,16.896,2016
Jaguar,XF 3.0 V6 Premium Luxury,4/18/2020,Diesel,Automatic,Green,First,Individual,,,,,22500.00,66000,,,,,0,2014
Hyundai,Verna Fluidic 1.6 VTVT SX Opt,9/13/2019,Gasolina,Manual,Red,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,6540.00,56000,4370,1700,1475,5,11.352,2014
Hyundai,Venue SX 1.0 Turbo iMT,11/7/2023,Gasolina,Manual,Blue,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,13020.00,3383,3995,1770,1605,5,11.88,2022
Maruti Suzuki,Vitara Brezza VDi,8/20/2021,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,8700.00,42000,3995,1790,1640,5,12.672,2018
Honda,WR-V VX MT Petrol,10/27/2022,Gasolina,Manual,White,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,10800.00,17000,3999,1734,1601,5,10.56,2019
BMW,5-Series 520d Luxury Line [2017-2019],12/30/2022,Diesel,Automatic,White,Second,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,40800.00,38000,4936,1868,1479,5,17.16,2016
Honda,Amaze 1.5 S i-DTEC,2/19/2021,Diesel,Manual,Bronze,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3540.00,62500,3990,1680,1505,5,9.24,2014
Tata,Harrier XZA Plus Dual Tone,9/25/2022,Diesel,Automatic,White,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,27012.00,30229,4598,1894,1706,5,13.2,2021
Porsche,911 Carrera 4,6/28/2020,Gasolina,Automatic,Blue,First,Corporate,3436 cc,325 bhp @ 7400 rpm,390 Nm @ 5600 rpm,AWD,111600.00,9000,4491,1852,1304,4,17.952,2019
Maruti Suzuki,Ciaz Delta 1.3 Hybrid,1/1/2020,Diesel,Manual,Brown,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,7200.00,86000,4490,1730,1485,5,11.352,2017
Hyundai,Tucson GL 2WD AT Petrol,12/2/2020,Gasolina,Automatic,Blue,First,Individual,1999 cc,153 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,19140.00,86000,4475,1850,1660,5,16.368,2017
Volkswagen,Polo 1.2 TDI,6/11/2021,Diesel,Manual,Silver,First,Individual,,,,,3480.00,125000,,,,,0,2014
Volvo,V40 D3 Kinetic,3/12/2021,Diesel,Automatic,White,First,Corporate,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,14400.00,50965,4370,1783,1458,5,15.84,2015
